,Gender,Age-group,Occupation,Income Level
7890,0,1,4,1
10202,0,1,0,1
1379,0,1,0,1
4002,1,1,0,0
3089,0,2,0,0
5183,0,1,0,0
9305,0,1,0,1
2304,1,1,2,0
7005,1,1,2,0
5181,1,1,3,1
2406,0,1,0,0
9788,0,1,0,1
5639,0,1,2,1
2846,1,1,0,1
5850,1,1,0,1
5264,1,1,0,1
8107,0,1,0,0
5709,0,1,0,0
5753,0,1,2,1
7157,0,1,2,1
159,1,1,0,1
2867,0,2,0,1
6288,0,2,1,1
2140,1,1,4,0
3841,1,1,0,0
5767,1,1,1,0
2313,1,1,3,0
4127,0,1,0,2
7888,0,1,0,1
6491,1,1,0,2
2484,0,2,4,0
4252,0,1,0,1
3950,1,2,0,0
878,1,1,3,2
5518,1,2,1,0
8152,0,1,3,1
8668,1,1,0,1
7859,1,1,1,0
9028,0,1,0,1
4874,1,2,0,0
9059,1,1,2,1
4588,0,1,2,0
5682,1,1,0,1
1408,1,1,2,1
1826,0,2,1,0
6284,0,1,2,1
4923,0,2,2,1
7419,1,1,3,0
1868,0,2,0,0
8379,0,1,0,1
5079,0,1,4,0
2765,0,1,0,0
5435,1,1,3,0
184,1,1,3,2
8030,0,1,0,0
2147,1,1,0,1
9906,1,1,2,1
3579,0,1,0,2
1971,1,1,3,0
91,0,2,1,1
835,1,0,0,1
9501,0,1,4,1
7895,1,1,2,1
4521,0,1,3,2
7260,0,1,2,0
5722,1,0,2,1
293,1,1,3,2
4234,1,1,0,1
8029,0,1,0,0
625,0,2,2,1
2989,0,1,2,1
1860,1,2,0,0
1305,0,1,3,0
6340,1,1,4,0
10110,1,1,0,1
3073,0,1,2,1
7631,0,1,0,1
7183,0,1,2,1
7897,1,1,0,1
2703,1,1,0,1
7025,1,1,0,0
4634,1,1,0,2
2359,1,2,0,0
7712,0,0,4,0
6713,0,1,1,2
4309,0,2,0,0
5716,1,0,2,1
4978,1,1,4,1
4784,0,2,2,1
8613,0,1,4,1
4282,0,0,0,2
3943,1,2,0,0
10372,1,1,2,1
8855,1,1,0,1
5401,1,1,3,1
8467,1,1,0,1
5687,1,1,0,1
2474,0,2,4,0
3642,1,1,0,1
4821,1,1,2,0
4624,1,1,2,2
2249,0,1,0,1
5187,1,2,1,0
2661,1,1,2,1
1563,1,2,4,0
4902,1,1,4,0
4434,0,1,0,1
3452,1,1,0,0
6498,0,2,0,1
7054,0,1,0,2
2694,1,2,0,0
7616,1,1,0,2
5788,0,1,0,1
8638,0,1,0,1
6102,1,0,4,1
9268,1,1,3,1
2494,0,1,0,1
10485,1,1,0,1
10425,1,1,0,1
7477,1,1,3,1
7084,0,1,0,0
4646,1,1,0,1
5741,0,1,2,1
3633,0,1,0,0
6392,1,1,4,0
6420,0,2,1,0
9285,0,1,2,1
5685,1,0,0,1
5598,1,1,1,0
533,1,1,0,1
7339,0,1,0,1
7364,0,1,0,1
9580,0,1,2,1
8522,0,2,0,1
1460,0,2,0,0
4794,0,2,1,0
4582,0,0,0,2
2823,0,1,0,0
6091,1,1,4,1
4993,1,0,0,1
9340,0,1,0,1
136,1,1,3,2
3562,0,1,2,1
9269,0,2,1,1
4430,1,1,0,1
2498,0,1,3,1
3859,0,1,3,1
7376,1,1,0,0
6311,0,1,0,0
6253,0,1,0,1
6664,1,1,3,0
10292,0,1,0,1
1518,1,1,3,1
4959,0,1,4,0
9457,0,0,4,1
3648,0,1,2,2
4055,0,2,0,0
58,0,1,2,2
5591,0,2,1,1
10424,0,1,0,1
913,1,1,3,1
2677,1,2,0,1
532,1,1,3,1
3252,1,1,0,1
3026,1,1,0,1
1469,0,2,3,0
148,1,2,3,1
1975,0,1,0,0
2438,0,1,3,1
3281,1,1,3,2
5276,1,0,0,2
121,1,1,3,1
4685,0,1,0,1
4723,1,1,0,0
7837,1,1,2,0
3334,1,1,0,0
4820,1,1,4,0
7949,0,1,0,0
8347,1,1,0,1
4672,0,1,0,1
7312,1,1,0,0
3361,0,1,4,1
6734,0,1,0,1
7065,0,1,2,1
4182,0,1,0,0
4534,1,1,4,1
10507,1,1,0,1
9053,1,1,0,1
9582,0,1,2,1
3306,1,2,4,0
8659,0,1,0,1
467,1,1,3,1
3821,1,1,3,0
9441,0,1,2,1
5128,1,1,4,1
3753,0,0,4,2
2825,1,2,4,0
674,1,1,3,1
8246,1,1,2,1
9498,0,0,0,1
4748,0,0,4,1
1031,0,1,0,2
403,1,1,2,1
3494,0,2,1,1
1521,1,1,0,1
2294,1,1,0,1
2446,0,1,0,1
9641,0,1,0,1
1024,0,1,0,1
5139,0,1,2,0
4025,0,2,0,1
3049,1,1,3,1
3473,1,2,0,0
8248,0,1,2,1
8468,0,1,2,1
9459,1,0,4,1
4907,1,0,0,1
1327,0,2,1,0
1875,0,1,3,1
2946,1,1,0,1
4287,1,0,0,1
2596,1,1,3,1
9633,0,1,1,1
1958,0,1,0,0
51,0,1,0,1
10003,1,1,3,1
379,0,1,0,0
6214,1,1,0,1
1183,1,1,0,1
8332,1,1,2,1
6817,1,1,0,1
6634,1,1,0,1
6978,0,2,0,0
8079,0,1,0,1
4274,1,1,0,0
4407,1,0,0,1
8355,0,1,3,1
7193,1,1,0,1
183,0,1,3,2
1954,1,1,2,1
1131,0,1,2,1
10122,1,1,4,1
3495,1,0,4,1
1583,0,2,0,2
2346,1,1,3,1
10369,0,1,2,1
1407,0,1,0,2
7495,0,1,0,1
7103,1,1,0,0
5409,1,0,2,1
9723,0,1,3,1
7779,0,1,0,2
696,0,2,0,1
9821,1,0,4,1
8216,0,2,1,1
3754,0,0,4,2
1706,0,1,2,1
524,1,1,4,0
175,1,0,4,2
5651,1,1,1,1
8751,1,1,2,1
1038,0,1,0,1
8968,1,1,0,1
1965,0,1,0,0
3582,0,1,2,1
10148,0,1,0,1
10265,1,2,0,1
7538,0,1,0,0
5132,1,1,2,1
2597,1,2,1,2
1136,1,2,0,1
3976,1,1,0,1
9066,0,2,0,1
1798,1,1,4,0
5460,0,1,0,1
6133,1,1,3,2
7486,1,1,3,0
2991,0,1,3,0
8564,1,1,0,1
5914,0,1,2,0
161,1,2,0,0
8259,1,0,2,1
5835,1,1,0,1
4008,0,1,0,1
9636,0,1,2,1
2613,1,1,4,0
2835,0,1,0,0
6531,0,0,2,1
3639,1,1,3,1
3812,1,0,0,0
7116,1,1,2,0
536,1,1,3,2
8550,0,1,3,1
4664,1,1,2,1
6359,0,1,2,0
7271,1,1,3,0
1873,1,1,3,1
4200,1,1,0,0
6591,0,1,4,1
9219,0,0,4,1
7870,1,1,0,0
8318,1,2,2,1
320,0,2,0,2
8290,0,1,2,1
6935,1,1,2,1
8827,1,1,4,1
3687,1,1,0,0
3712,1,2,0,0
3905,1,0,4,1
6186,1,1,3,1
3537,1,1,0,1
4719,1,1,0,1
214,1,2,0,0
10364,1,1,0,1
1167,0,1,3,1
9891,1,2,1,1
2810,0,1,2,0
3703,0,0,2,1
315,0,1,0,1
1900,1,1,0,1
7292,0,1,0,1
9566,0,1,2,1
2041,0,1,0,1
3324,1,2,4,0
2861,1,1,2,0
4641,0,2,1,1
5785,1,2,1,1
8283,1,1,0,1
3188,1,2,0,0
5081,1,1,0,1
4171,1,1,0,1
2040,0,1,0,1
7682,0,1,0,1
9356,0,1,3,1
7088,0,1,0,1
394,1,1,0,0
5789,0,1,0,1
4427,1,1,0,1
3475,0,2,1,0
3240,1,1,0,0
6234,1,1,4,0
10525,0,2,2,1
2788,1,1,0,0
6788,0,1,2,0
6732,0,1,2,2
9158,0,1,0,1
8754,0,1,3,1
10133,1,1,1,1
3926,0,1,3,1
9181,0,1,3,1
4914,0,1,0,0
4396,1,2,0,0
262,0,1,3,1
6645,1,2,1,0
10104,0,2,3,1
8356,1,1,3,1
288,0,0,4,2
3336,1,1,2,0
2540,1,1,0,1
299,0,1,0,1
6519,1,1,4,1
3154,0,1,2,1
4187,0,2,0,0
9883,1,1,0,1
8792,1,1,0,1
6289,1,1,0,0
5234,0,1,4,0
7161,0,0,0,1
9229,1,1,2,1
10232,1,2,0,1
8856,0,1,0,1
9447,1,1,2,1
6555,0,2,1,1
9197,0,1,0,1
280,1,2,0,1
6190,1,1,0,1
4698,1,1,0,0
8444,0,1,0,1
3653,1,0,0,1
3048,1,1,0,1
6644,0,2,1,0
9246,1,1,3,1
4321,1,0,0,2
3302,1,1,2,0
1436,1,1,0,2
4085,1,1,0,1
4436,1,1,0,1
9292,0,1,2,1
7885,0,1,0,0
7993,1,1,0,1
92,1,1,2,1
899,1,1,3,1
10120,1,0,3,1
8202,1,1,0,1
4683,0,1,0,1
4626,0,1,2,1
4776,0,1,0,2
2092,1,1,2,0
10209,1,1,0,1
7421,1,1,3,1
2510,1,1,3,1
4058,1,1,0,0
2389,0,2,0,0
9625,0,1,0,1
6431,1,1,0,1
7562,0,1,2,1
5184,1,2,1,0
9871,1,1,0,1
4881,0,1,0,0
9874,1,1,4,1
8674,0,2,4,1
6962,1,1,0,0
7113,0,1,3,1
6813,0,2,4,0
2461,1,1,3,1
5674,1,1,2,2
1250,0,2,0,0
9169,1,2,1,1
6201,0,1,0,1
7365,1,2,1,1
1096,0,2,0,0
3880,0,1,0,0
4536,1,1,4,1
7358,1,1,0,1
9876,0,1,3,1
5677,1,2,0,0
6177,1,1,3,1
9313,1,1,4,1
6068,1,1,0,1
2215,0,2,1,0
3087,1,1,2,0
1137,1,1,2,1
7131,1,1,1,1
708,1,1,0,2
8066,0,1,0,0
5098,1,1,2,1
7069,0,0,0,2
8937,1,1,0,1
4494,1,1,0,1
2827,0,2,1,1
4032,1,1,0,0
7657,1,1,3,1
9276,1,1,4,1
8085,1,1,0,1
6856,0,1,0,0
644,0,1,3,0
2511,0,1,2,1
6692,1,1,2,0
7050,1,1,0,1
3918,0,2,5,0
9468,1,1,0,1
2713,1,1,0,1
9608,1,1,2,1
3833,1,1,3,1
2230,1,1,0,1
10433,0,1,0,1
9767,1,1,2,1
3403,1,1,0,1
6800,1,1,2,1
2849,1,1,4,0
4219,0,1,0,0
9414,0,1,0,1
1721,0,2,3,2
4051,0,1,0,1
4570,1,1,0,0
3013,1,1,3,1
9525,0,2,0,1
8346,1,1,0,1
5880,0,0,4,2
10172,1,1,0,1
2564,1,1,3,1
8939,1,2,0,1
2429,1,2,4,0
5109,1,1,3,1
6063,1,1,2,1
2271,1,2,0,1
6014,0,1,2,1
2272,0,1,2,1
3412,1,1,0,1
7214,0,1,0,2
3671,1,1,2,1
10348,0,1,0,1
3709,1,2,0,0
6406,1,0,2,1
8276,0,1,0,1
6898,1,1,3,0
3194,0,1,0,0
94,0,1,0,1
8925,0,2,1,1
6154,0,1,3,0
2864,0,1,3,1
3761,0,1,0,1
3757,1,2,1,0
10317,1,1,0,1
5303,1,1,0,2
5883,1,0,4,1
4718,1,1,0,0
2073,1,1,0,1
8797,0,1,0,1
2586,1,1,2,1
7850,1,1,0,1
6682,1,1,2,1
3296,1,1,0,0
535,0,1,0,1
5517,0,1,0,1
7244,0,1,0,0
2968,1,1,2,1
253,0,1,2,0
6111,0,1,0,0
4849,0,1,4,0
9711,1,2,0,1
3512,0,1,0,1
8585,1,1,0,1
7443,1,0,0,1
7200,0,2,1,0
8901,0,1,0,1
6626,1,1,1,0
7778,1,1,4,1
5663,1,1,2,1
6487,0,1,0,1
2055,0,2,1,1
911,0,2,1,0
893,1,2,0,0
10203,0,1,2,1
5878,0,0,0,1
367,0,1,0,1
10434,1,2,1,1
5605,0,0,5,1
8636,0,2,4,1
6904,1,1,2,0
10064,1,1,3,1
1309,0,0,0,1
1941,0,2,0,0
9160,1,1,2,1
7705,1,1,0,1
7040,1,1,0,1
9686,1,2,0,1
3651,0,1,2,1
5948,1,1,3,1
5100,0,2,0,0
1591,1,1,2,2
6382,0,1,0,1
2440,1,1,0,2
3917,1,1,3,0
3316,0,0,3,1
8853,0,1,0,1
3391,0,2,0,0
508,1,1,2,1
3587,1,0,3,0
7141,1,1,2,1
1148,0,0,4,1
5792,1,1,0,0
9252,0,1,3,1
6327,0,1,2,1
10394,0,2,0,1
9253,0,1,0,1
9860,0,1,0,1
8675,1,1,0,1
9081,0,1,0,1
9569,0,0,0,1
3735,0,1,3,1
2561,0,1,3,1
5833,0,2,0,1
8432,0,0,2,1
5389,1,1,0,1
6990,0,1,0,1
2845,0,1,0,1
6339,1,1,2,0
3903,0,1,0,0
9152,1,1,0,1
9117,0,1,0,1
8394,0,2,0,1
1742,1,1,0,1
5841,0,2,1,1
7700,0,1,2,1
6120,1,1,0,0
2106,1,1,3,0
1823,0,0,3,0
7032,0,1,0,1
3398,1,1,0,1
4919,0,1,0,1
9201,0,1,1,1
7274,1,1,0,0
1637,1,1,2,1
1769,1,2,1,1
224,0,1,3,1
6781,0,1,0,0
8708,0,2,0,1
506,1,2,1,1
9634,0,1,4,1
3571,1,2,4,0
5247,1,1,0,0
5333,0,0,2,1
3518,0,1,2,1
8514,0,0,0,1
8279,1,1,0,1
6607,1,1,2,1
5667,0,1,2,1
32,1,1,0,0
3600,0,2,0,0
2469,1,1,0,0
3354,0,1,2,1
5355,1,1,1,1
9188,1,1,3,1
1597,0,1,0,1
9701,1,1,0,1
9091,1,1,0,1
3972,1,1,0,1
3489,1,1,0,1
4655,0,1,0,1
1007,1,1,3,0
2716,0,1,2,1
1898,1,2,0,0
8517,1,0,2,1
8692,0,1,4,1
7669,0,1,2,1
7838,0,1,0,1
5879,0,0,0,1
531,0,2,0,1
7731,1,2,4,0
8749,0,1,4,1
1134,1,1,2,2
3360,1,1,3,0
7745,0,1,2,0
7930,0,1,3,1
9575,1,1,0,1
8789,1,0,0,1
4106,0,1,0,0
203,1,2,3,1
4846,1,1,3,0
659,1,1,3,2
8843,1,1,3,1
3369,1,1,3,0
3195,0,1,1,1
10432,0,1,0,1
3663,0,1,0,1
9516,1,2,0,1
4440,1,1,0,1
10521,1,2,4,1
2261,0,2,1,0
4678,1,1,3,0
7855,1,1,0,1
3808,0,1,4,0
998,0,1,1,0
4707,0,1,2,0
6717,0,1,2,1
735,1,1,2,1
6985,1,1,3,1
6336,1,1,4,0
9939,1,1,2,1
3997,0,1,0,1
2866,1,2,3,1
2627,0,1,2,1
4135,1,1,0,1
6387,1,1,4,1
41,0,1,0,1
8759,0,1,2,1
9311,1,1,0,1
10342,0,1,0,1
4177,0,1,0,1
9434,0,0,3,1
5694,0,1,2,1
1743,0,1,0,0
2855,1,1,0,1
2276,0,1,2,1
5985,0,2,1,1
10177,1,2,0,1
3857,0,1,3,0
3963,1,1,0,0
6887,0,1,1,1
9135,0,2,1,1
9424,0,1,0,1
7149,1,1,0,0
10024,1,1,0,1
3848,1,1,3,0
2900,1,2,0,0
3311,0,0,0,1
8382,1,2,0,1
4026,0,1,0,1
4005,1,1,0,0
2331,1,1,0,0
7305,1,1,2,1
1446,1,1,0,1
755,1,1,2,1
6753,1,1,0,1
4385,1,1,0,0
10388,1,2,3,1
7893,1,1,0,1
8018,1,1,2,0
3945,1,2,0,1
9101,0,1,4,1
2722,1,2,2,0
6975,0,1,0,1
8788,1,1,0,1
690,1,1,0,1
7609,1,1,0,1
10092,1,1,2,1
3935,1,1,2,0
1862,1,1,0,1
8787,0,1,0,1
10362,1,1,0,1
9705,1,1,2,1
4782,1,2,1,0
7851,0,1,0,1
2154,1,1,0,2
8280,0,1,4,1
1718,0,2,1,0
2155,0,1,0,2
4327,1,1,0,1
9952,0,1,0,1
1593,1,2,3,1
7677,0,1,3,1
6865,0,0,0,0
3408,1,1,0,1
7782,0,1,1,1
366,0,1,0,2
5330,0,0,4,2
1506,0,1,2,1
8188,0,1,3,1
9892,0,1,0,1
3304,0,1,0,0
965,0,1,0,1
9661,1,1,0,1
5292,1,0,4,2
6614,1,1,1,0
6103,1,1,1,0
8466,1,1,0,1
1797,0,1,3,0
4086,0,2,0,1
8159,1,1,0,1
1819,0,1,0,0
1230,1,1,2,1
1929,0,1,0,1
2729,1,1,2,1
3255,0,1,0,1
2070,1,1,2,1
2059,1,1,0,0
10410,1,1,0,1
3994,1,1,0,1
10519,1,1,0,1
3321,1,2,0,0
4550,0,1,3,1
4879,1,1,0,0
2132,0,0,3,1
5365,0,1,0,1
411,1,1,0,1
2850,0,1,0,0
9868,0,0,3,1
9684,1,1,0,1
4186,1,2,0,0
5728,0,1,0,0
8821,1,1,0,1
10019,1,1,3,1
5505,1,1,3,0
7761,1,1,2,0
8294,0,1,4,1
8462,1,1,0,1
1564,0,1,4,0
8639,1,1,2,1
1422,1,1,0,1
5828,0,2,0,0
1055,1,2,0,0
2648,0,2,2,0
7560,1,1,1,1
5776,0,1,2,1
8204,1,1,0,1
5150,0,1,5,0
2930,1,2,1,0
8706,1,1,2,1
5932,1,1,3,0
6009,1,1,0,1
7678,1,1,2,2
5999,1,1,2,1
1674,1,2,2,1
5030,0,1,2,1
4652,1,1,0,1
3611,1,1,0,1
6084,1,1,3,1
8361,0,1,0,1
3696,0,1,2,1
9926,0,1,0,1
5366,0,1,3,0
243,1,1,0,2
8335,0,1,0,1
3890,1,1,0,1
4232,1,1,0,1
6508,0,0,2,1
5143,1,1,0,0
3894,0,2,1,0
8106,0,1,0,0
4000,1,1,0,1
5166,0,1,4,0
2001,1,1,0,1
6551,0,1,1,0
486,0,1,3,1
8112,0,1,0,1
3580,0,0,4,2
6272,1,1,2,0
2732,0,1,0,0
10323,1,0,3,1
2278,1,2,0,1
1138,0,2,0,1
2242,1,1,0,0
837,1,2,0,0
5725,0,1,2,0
4649,0,2,0,0
5960,1,2,0,1
10378,1,1,1,1
9258,1,1,0,1
8008,1,0,4,1
2685,0,1,2,1
7614,0,1,0,0
9899,1,1,2,1
10443,1,1,0,1
9620,1,1,0,1
914,0,1,0,0
7246,0,1,4,0
2497,0,1,3,1
6237,0,1,2,1
7583,0,1,0,1
836,1,1,3,0
9420,0,1,0,1
3501,1,2,1,0
6542,1,2,0,1
2401,0,1,0,0
9522,1,1,3,1
3251,1,1,2,1
1856,0,1,3,1
8551,0,1,4,1
1298,1,1,2,0
5231,1,1,4,0
8004,0,0,0,1
6002,1,2,4,0
5340,1,0,1,1
4575,0,2,0,0
5087,1,1,0,1
4155,0,1,0,1
9329,0,1,0,1
3792,0,0,0,2
1067,0,1,0,1
9760,0,1,2,1
5744,0,1,2,1
1262,0,1,0,1
7800,1,1,0,1
7679,0,1,0,0
5286,1,0,0,2
6752,1,1,0,1
61,1,1,2,1
7866,1,2,4,0
6756,1,2,0,0
8849,0,1,0,1
168,0,1,4,1
8669,0,1,0,1
1632,0,2,1,0
1634,0,1,2,1
10366,1,1,3,1
9834,0,1,2,1
6896,1,2,0,0
7442,1,0,0,1
7068,0,1,0,2
6356,0,1,0,0
8262,0,1,0,1
3952,1,1,0,0
10338,1,1,2,1
7169,1,1,2,1
2896,1,1,0,0
452,1,1,3,1
5953,0,2,3,1
8624,1,1,3,1
3979,0,1,0,1
1633,1,2,1,0
2842,1,1,0,1
9472,1,2,1,1
9025,0,1,3,1
5842,0,0,0,2
4069,0,1,0,1
4862,0,1,3,1
999,1,1,2,0
1272,0,2,1,1
3028,0,1,2,1
2402,1,1,0,1
7234,1,1,4,1
7849,1,1,0,1
6227,0,1,0,1
2212,0,1,3,2
9794,0,1,0,1
7061,0,1,0,1
1542,1,1,3,1
4671,1,1,2,2
6666,1,1,3,1
4376,0,1,0,0
2482,1,1,0,1
9029,0,2,2,1
5331,0,0,4,1
5802,1,1,0,1
368,0,1,0,1
5390,0,1,2,1
2184,1,1,3,2
9744,1,2,4,1
2146,0,1,2,2
5563,1,1,2,0
2069,0,1,0,1
9557,1,2,0,1
4154,1,1,0,1
196,1,1,0,1
9496,0,1,4,1
3745,0,1,3,1
3513,0,1,1,1
8833,1,1,3,1
1425,0,1,0,1
8017,1,1,1,0
429,0,2,0,0
5179,1,1,0,0
5039,1,1,2,1
3422,0,1,0,1
3695,0,1,3,1
3259,1,1,0,1
2295,0,1,0,1
10223,0,1,2,1
8376,1,2,0,1
265,0,1,0,1
7578,1,1,0,1
209,1,1,3,2
2289,0,1,0,1
4878,0,0,2,1
1814,0,0,1,1
4350,0,1,0,1
7210,1,1,2,0
8904,0,1,2,1
9334,0,1,0,1
1617,0,2,0,1
29,1,1,0,0
3449,0,1,0,0
1120,1,1,3,2
4804,0,0,2,1
2755,0,2,0,0
8140,0,1,0,1
3485,1,1,1,1
3647,0,1,2,2
9658,1,1,0,1
2914,0,2,1,0
2365,0,1,3,1
8785,0,1,0,1
3318,1,0,4,1
4266,0,1,0,1
1344,0,1,3,1
711,0,1,3,2
7146,1,1,0,0
3842,1,2,3,0
6527,1,1,0,2
1261,0,2,1,2
2053,1,1,3,1
286,0,2,1,0
7263,1,1,0,0
7599,1,1,0,0
6109,1,1,2,1
3030,1,2,0,0
3727,0,1,0,1
4007,0,1,0,1
4916,1,0,0,0
6012,0,1,0,1
10213,0,2,0,1
4231,1,0,0,2
7547,1,1,2,0
1169,0,2,1,0
2829,1,1,0,0
2394,0,1,0,0
10326,0,1,2,1
968,0,1,0,1
8230,0,1,4,1
2550,1,1,0,1
10194,1,1,2,1
6480,0,1,0,1
5077,1,1,0,1
4038,1,1,0,1
7470,0,1,0,1
2444,0,1,0,1
124,1,1,0,1
1914,0,0,4,1
10504,0,1,0,1
3198,0,1,0,1
4377,1,1,0,1
7184,1,1,0,0
928,0,1,5,0
2887,1,1,0,1
3916,1,2,4,0
7643,1,2,0,0
7400,1,1,2,0
9588,0,1,0,1
4829,0,1,0,1
9401,0,1,3,1
3896,0,2,1,0
6249,1,1,0,0
5977,1,1,0,0
3624,1,1,3,0
3919,0,1,0,1
6844,1,1,3,1
10049,1,1,0,1
9078,0,1,0,1
4948,0,1,3,1
1999,0,1,0,1
8424,1,1,1,1
7659,0,1,0,1
5485,0,1,1,0
3576,1,1,0,1
1655,0,1,0,0
8010,0,1,2,0
7576,0,1,0,1
4807,0,0,2,1
5101,1,1,3,2
6047,1,1,2,0
9240,0,1,2,1
4899,0,2,1,0
2248,1,1,0,0
908,1,2,0,1
5859,0,1,2,0
5258,0,1,0,0
573,0,1,0,1
8569,1,1,2,1
5284,0,1,0,0
1241,1,1,0,1
7550,1,1,0,1
7848,1,1,0,1
1555,1,2,3,0
8363,1,1,0,1
3923,0,1,3,2
3822,0,2,1,0
9362,1,2,1,1
3295,1,2,0,0
3720,0,1,0,0
1754,0,1,2,0
1896,0,1,0,1
276,0,1,4,0
6166,1,1,0,1
1172,0,1,3,2
3246,0,2,0,0
6396,0,1,0,0
2100,1,2,1,1
3820,1,2,1,0
1960,0,2,0,0
7846,1,1,0,1
2721,0,2,0,0
672,1,1,0,1
6862,1,0,4,2
1342,0,2,4,0
8411,0,1,0,1
1030,1,1,2,1
7977,1,1,2,0
2903,0,2,1,0
10083,0,2,0,1
9681,0,2,0,1
6060,0,1,0,1
1271,0,1,1,0
2205,0,1,2,1
3929,0,1,0,1
10279,1,1,2,1
7714,0,1,0,1
8686,1,1,0,1
6779,0,1,0,0
5236,1,1,4,0
2240,0,1,4,0
1166,1,1,4,1
5146,1,0,0,0
6828,0,1,0,1
1338,1,1,0,1
8924,0,1,1,1
1672,1,1,3,2
9624,1,0,4,1
1567,1,1,0,0
10333,0,1,2,1
369,0,1,0,1
147,1,1,2,1
309,1,1,0,1
1601,0,2,3,1
5244,0,1,0,1
393,1,0,3,1
8764,1,1,3,1
7460,0,1,0,0
4995,1,1,0,0
3264,1,1,2,2
1484,0,1,2,1
7656,0,1,3,1
5829,1,1,1,0
972,1,1,0,1
2450,1,1,0,1
5652,0,1,0,1
7592,0,1,0,1
9734,0,1,4,1
2782,1,1,3,1
1983,1,1,0,1
7968,1,1,0,2
3320,0,1,5,0
3224,1,1,0,0
4277,1,1,0,1
9371,1,2,2,1
3901,1,0,0,0
9990,1,1,0,1
7498,0,1,3,0
9387,0,1,2,1
6992,1,1,0,1
10039,1,1,0,1
4268,1,1,0,0
4286,0,0,0,1
813,1,1,4,0
2476,0,2,1,0
9863,1,1,0,1
6320,0,1,0,0
801,1,1,0,1
7586,0,1,0,2
7000,1,1,0,1
3242,0,2,0,0
132,0,2,4,0
9968,0,2,1,1
10444,1,2,0,1
2226,1,2,0,0
2223,1,1,0,1
7380,1,1,0,0
4119,1,1,0,1
9802,0,1,0,1
4460,0,2,4,0
936,0,2,1,0
6458,1,1,0,1
10319,0,1,1,1
2363,0,1,0,1
10173,0,0,0,1
3724,1,0,2,1
1291,1,1,0,1
6792,0,1,2,1
4584,0,1,2,0
6314,0,2,1,0
1210,1,1,4,0
4781,0,1,0,0
6407,1,0,3,1
3740,0,1,2,0
458,0,1,3,1
3502,0,2,1,0
1444,0,2,0,0
7713,0,2,0,0
1502,1,1,3,2
8078,1,1,3,1
5902,1,2,0,0
1086,1,1,2,1
7276,0,1,2,0
3359,0,2,0,0
1508,0,1,0,1
3789,1,0,0,1
3849,0,0,2,0
955,0,2,2,1
5665,1,1,2,0
6669,1,1,0,1
8866,1,1,0,1
1880,1,1,0,1
3005,1,1,3,1
7448,0,0,0,1
6739,0,1,2,0
4335,1,1,0,1
3634,0,1,0,1
5752,0,1,2,2
9423,1,1,2,1
7857,0,1,2,1
8600,1,1,0,1
2065,1,1,0,0
939,0,2,4,0
8700,0,2,1,1
9612,0,1,0,1
3303,1,1,2,0
2667,1,1,0,1
3348,0,1,4,0
5070,0,2,1,1
9133,0,1,0,1
6765,0,1,0,0
8602,1,1,2,1
6,0,2,0,0
3059,0,2,0,1
6784,0,2,4,0
3447,1,1,0,1
4912,0,1,4,0
1996,0,1,3,0
8000,0,1,1,1
5653,1,1,4,1
1680,1,2,0,1
1173,1,1,0,1
2095,0,1,4,0
7026,1,1,4,0
6912,1,1,4,0
9905,0,1,0,1
2124,1,1,2,2
3218,1,1,0,0
5305,0,1,2,0
7206,1,1,3,0
8341,0,1,0,1
5425,0,1,0,1
2296,0,1,0,1
1519,0,1,3,2
10234,1,1,0,1
1940,0,2,0,0
3522,1,0,2,2
8154,1,1,0,1
8266,1,2,1,1
3795,0,0,2,1
2075,1,1,3,1
4130,0,1,0,1
9310,0,1,0,1
8897,1,2,1,1
3588,0,1,4,0
2719,0,1,2,2
8910,1,1,0,1
10282,1,1,2,1
1162,1,1,0,1
5711,0,1,0,1
9709,1,2,1,1
1870,1,1,0,1
8094,0,1,0,0
8032,0,1,0,1
7291,1,1,2,1
4438,1,0,0,2
10119,0,1,0,1
4258,0,1,0,1
4799,1,0,3,0
1270,1,1,4,0
5630,0,1,0,1
10360,1,1,0,1
1907,1,1,0,1
2336,0,1,3,0
9167,1,1,1,1
9826,0,1,0,1
4207,0,1,0,1
7580,1,1,0,1
5346,1,1,2,0
6598,1,1,0,1
10456,1,1,2,1
3508,0,1,0,1
9773,1,1,0,1
398,1,2,0,0
9026,1,1,0,1
1673,0,1,2,1
3673,0,1,0,1
7956,1,1,0,0
2775,0,2,0,1
7696,1,1,2,0
9266,1,1,2,1
9827,0,0,2,1
5815,1,0,0,1
7067,1,1,0,1
3273,0,2,1,1
10495,1,0,3,1
4425,1,1,0,1
935,1,1,0,0
5536,0,1,1,1
2050,1,2,1,1
1917,1,1,4,0
1893,1,1,0,0
2557,0,1,0,1
210,0,2,0,0
8484,0,2,0,1
8295,0,1,4,1
5196,1,1,2,1
6069,0,1,0,1
4116,0,1,0,1
10428,0,2,3,1
2763,0,1,0,0
3536,0,2,1,1
342,1,2,0,1
7662,0,1,3,1
9450,0,1,4,1
8722,0,1,4,1
10190,1,1,3,1
2519,1,1,2,1
1821,1,1,0,0
6830,1,1,0,1
8157,1,1,2,1
8527,1,1,0,1
2747,1,1,0,0
9649,1,1,3,1
1021,1,1,2,1
7552,1,1,0,1
8800,1,1,4,1
8556,0,2,1,1
7209,0,1,0,0
